         112120 function calls (108921 primitive calls) in 0.346 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 event.py:35(KeyButtonPointer)
        1    0.000    0.000    0.000    0.000 event.py:357(ColormapNotify)
        1    0.000    0.000    0.000    0.000 event.py:369(MappingNotify)
        1    0.000    0.000    0.000    0.000 event.py:380(ClientMessage)
        1    0.000    0.000    0.000    0.000 event.py:390(KeymapNotify)
        1    0.000    0.000    0.000    0.000 event.py:53(KeyPress)
        1    0.000    0.000    0.000    0.000 event.py:56(KeyRelease)
        1    0.000    0.000    0.000    0.000 event.py:59(ButtonPress)
        1    0.000    0.000    0.000    0.000 event.py:62(ButtonRelease)
        1    0.000    0.000    0.000    0.000 event.py:65(MotionNotify)
        1    0.000    0.000    0.000    0.000 event.py:68(EnterLeave)
        1    0.000    0.000    0.000    0.000 event.py:86(EnterNotify)
        1    0.000    0.000    0.000    0.000 event.py:89(LeaveNotify)
        1    0.000    0.000    0.000    0.000 event.py:93(Focus)
        1    0.000    0.000    0.001    0.001 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1472(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1502(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1520(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:215(_fromnxfunction)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:270(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:288(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:301(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:326(_fromnxfunction_allargs)
        1    0.000    0.000    0.003    0.003 financial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fontable.py:19(<module>)
        1    0.000    0.000    0.000    0.000 fontable.py:22(Fontable)
        1    0.000    0.000    0.000    0.000 fontable.py:35(GC)
        1    0.000    0.000    0.000    0.000 fontable.py:76(Font)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:1(<module>)
        2    0.000    0.000    0.005    0.003 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:1895(vectorize)
      274    0.001    0.000    0.001    0.000 function_base.py:419(_needs_add_docstring)
      274    0.001    0.000    0.002    0.000 function_base.py:437(_add_docstring)
      274    0.003    0.000    0.009    0.000 function_base.py:451(add_newdoc)
      341    0.004    0.000    0.008    0.000 functools.py:34(update_wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        2    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
      339    0.000    0.000    0.000    0.000 functools.py:64(wraps)
        2    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:291(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.000    0.000    0.001    0.000 getlimits.py:35(__init__)
       36    0.000    0.000    0.000    0.000 getlimits.py:39(<lambda>)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       30    0.000    0.000    0.001    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:445(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.002    0.002 getlimits.py:94(_register_known_types)
       14    0.000    0.000    0.001    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:79(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1641(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1635(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        1    0.000    0.000    0.000    0.000 icccm.py:19(<module>)
        1    0.000    0.000    0.015    0.015 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:108(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:143(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:208(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:250(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:255(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:294(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:300(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:310(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:422(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:517(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:522(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:547(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:554(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:680(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:724(__init__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1592(Laguerre)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.006    0.006 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
        1    0.000    0.000    0.006    0.006 linecache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 load_config_py3.py:2(<module>)
        2    0.000    0.000    0.000    0.000 load_config_py3.py:6(exec_file_wrapper)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:19(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:19(_DummyLock)
        1    0.000    0.000    0.000    0.000 lock.py:20(__init__)
        8    0.000    0.000    0.000    0.000 lock.py:33(__noop)
        8    0.000    0.000    0.000    0.000 lock.py:40(allocate_lock)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:16(MachAr)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.012    0.012 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.003    0.003 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.002    0.002 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.015    0.015 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        3    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        3    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
       17    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       25    0.000    0.000    0.000    0.000 os.py:748(encode)
        6    0.000    0.000    0.000    0.000 os.py:752(decode)
        1    0.000    0.000    0.000    0.000 os.py:766(getenv)
       42    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        1    0.000    0.000    0.009    0.009 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.002    0.000    0.039    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.002    0.000 overrides.py:206(decorator)
      286    0.002    0.000    0.012    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:767(Quoter)
        1    0.000    0.000    0.006    0.006 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1001(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1011(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(Path)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1555(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1562(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:284(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:393(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:398(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:478(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:503(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:509(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:525(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:556(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        2    0.000    0.000    0.000    0.000 pathlib.py:60(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:600(_PathParents)
        1    0.000    0.000    0.000    0.000 pathlib.py:628(PurePath)
        1    0.000    0.000    0.005    0.005 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1136(_Unpickler)
        1    0.000    0.000    0.002    0.002 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.020    0.020 platform.py:3(<module>)
        1    0.000    0.000    0.001    0.001 platform.py:603(_syscmd_uname)
        2    0.000    0.000    0.001    0.001 platform.py:746(uname)
        1    0.000    0.000    0.001    0.001 platform.py:884(system)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        2    0.000    0.000    0.004    0.002 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1007(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:60(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:64(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:68(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:81(PolyBase)
        2    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        8    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        1    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
       56    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        1    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       45    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.346    0.346 profile:0(<code object <module> at 0x7f74cafbd240, file "slither.py", line 1>)
        0    0.000             0.000          profile:0(profiler)
        1    0.000    0.000    0.006    0.006 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:88(contextlib_nullcontext)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
      107    0.000    0.000    0.002    0.000 re.py:188(match)
        5    0.000    0.000    0.001    0.000 re.py:203(sub)
        4    0.000    0.000    0.001    0.000 re.py:223(split)
       34    0.000    0.000    0.071    0.002 re.py:250(compile)
       48    0.000    0.000    0.000    0.000 re.py:270(escape)
      150    0.001    0.000    0.074    0.000 re.py:289(_compile)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:233(record)
        1    0.000    0.000    0.000    0.000 records.py:318(recarray)
        1    0.000    0.000    0.000    0.000 records.py:78(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 records.py:97(format_parser)
        1    0.000    0.000    0.000    0.000 request.py:1008(PolyArc)
        1    0.000    0.000    0.000    0.000 request.py:1018(FillPoly)
        1    0.000    0.000    0.000    0.000 request.py:1031(PolyFillRectangle)
        1    0.000    0.000    0.000    0.000 request.py:1041(PolyFillArc)
        1    0.000    0.000    0.000    0.000 request.py:1051(PutImage)
        1    0.000    0.000    0.000    0.000 request.py:1068(GetImage)
        1    0.000    0.000    0.000    0.000 request.py:107(ReparentWindow)
        1    0.000    0.000    0.000    0.000 request.py:1091(PolyText8)
        1    0.000    0.000    0.000    0.000 request.py:1103(PolyText16)
        1    0.000    0.000    0.000    0.000 request.py:1115(ImageText8)
        1    0.000    0.000    0.000    0.000 request.py:1127(ImageText16)
        1    0.000    0.000    0.000    0.000 request.py:1139(CreateColormap)
        1    0.000    0.000    0.000    0.000 request.py:1149(FreeColormap)
        1    0.000    0.000    0.000    0.000 request.py:1157(CopyColormapAndFree)
        1    0.000    0.000    0.000    0.000 request.py:1166(InstallColormap)
        1    0.000    0.000    0.000    0.000 request.py:1174(UninstallColormap)
        1    0.000    0.000    0.000    0.000 request.py:118(MapWindow)
        1    0.000    0.000    0.000    0.000 request.py:1182(ListInstalledColormaps)
        1    0.000    0.000    0.000    0.000 request.py:1200(AllocColor)
        1    0.000    0.000    0.000    0.000 request.py:1225(AllocNamedColor)
        1    0.000    0.000    0.000    0.000 request.py:1251(AllocColorCells)
        1    0.000    0.000    0.000    0.000 request.py:126(MapSubwindows)
        1    0.000    0.000    0.000    0.000 request.py:1273(AllocColorPlanes)
        1    0.000    0.000    0.000    0.000 request.py:1299(FreeColors)
        1    0.000    0.000    0.000    0.000 request.py:1309(StoreColors)
        1    0.000    0.000    0.000    0.000 request.py:1318(StoreNamedColor)
        1    0.000    0.000    0.000    0.000 request.py:1330(QueryColors)
        1    0.000    0.000    0.000    0.000 request.py:134(UnmapWindow)
        1    0.000    0.000    0.000    0.000 request.py:1349(LookupColor)
        1    0.000    0.000    0.000    0.000 request.py:1375(CreateCursor)
        1    0.000    0.000    0.000    0.000 request.py:1393(CreateGlyphCursor)
        1    0.000    0.000    0.000    0.000 request.py:1411(FreeCursor)
        1    0.000    0.000    0.000    0.000 request.py:1419(RecolorCursor)
        1    0.000    0.000    0.000    0.000 request.py:142(UnmapSubwindows)
        1    0.000    0.000    0.000    0.000 request.py:1433(QueryBestSize)
        1    0.000    0.000    0.000    0.000 request.py:1453(QueryExtension)
        1    0.000    0.000    0.000    0.000 request.py:1475(ListExtensions)
        1    0.000    0.000    0.000    0.000 request.py:1491(ChangeKeyboardMapping)
        1    0.000    0.000    0.000    0.000 request.py:150(ConfigureWindow)
        1    0.000    0.000    0.000    0.000 request.py:1502(GetKeyboardMapping)
        1    0.000    0.000    0.000    0.000 request.py:1522(ChangeKeyboardControl)
        1    0.000    0.000    0.000    0.000 request.py:1541(GetKeyboardControl)
        1    0.000    0.000    0.000    0.000 request.py:1562(Bell)
        1    0.000    0.000    0.000    0.000 request.py:1569(ChangePointerControl)
        1    0.000    0.000    0.000    0.000 request.py:1581(GetPointerControl)
        1    0.000    0.000    0.000    0.000 request.py:1599(SetScreenSaver)
        1    0.000    0.000    0.000    0.000 request.py:1615(GetScreenSaver)
        1    0.000    0.000    0.000    0.000 request.py:1634(ChangeHosts)
        1    0.000    0.000    0.000    0.000 request.py:1645(ListHosts)
        1    0.000    0.000    0.000    0.000 request.py:1662(SetAccessControl)
        1    0.000    0.000    0.000    0.000 request.py:1669(SetCloseDownMode)
        1    0.000    0.000    0.000    0.000 request.py:1676(KillClient)
        1    0.000    0.000    0.000    0.000 request.py:1684(RotateProperties)
        1    0.000    0.000    0.000    0.000 request.py:169(CirculateWindow)
        1    0.000    0.000    0.000    0.000 request.py:1695(ForceScreenSaver)
        1    0.000    0.000    0.000    0.000 request.py:1702(SetPointerMapping)
        1    0.000    0.000    0.000    0.000 request.py:1718(GetPointerMapping)
        1    0.000    0.000    0.000    0.000 request.py:1734(SetModifierMapping)
        1    0.000    0.000    0.001    0.001 request.py:1750(GetModifierMapping)
        1    0.000    0.000    0.000    0.000 request.py:1766(NoOperation)
        1    0.000    0.000    0.000    0.000 request.py:177(GetGeometry)
        1    0.000    0.000    0.000    0.000 request.py:199(QueryTree)
        1    0.000    0.000    0.009    0.009 request.py:21(<module>)
        1    0.000    0.000    0.000    0.000 request.py:219(InternAtom)
        1    0.000    0.000    0.000    0.000 request.py:239(GetAtomName)
        1    0.000    0.000    0.000    0.000 request.py:257(ChangeProperty)
        1    0.000    0.000    0.000    0.000 request.py:27(CreateWindow)
        1    0.000    0.000    0.000    0.000 request.py:271(DeleteProperty)
        1    0.000    0.000    0.000    0.000 request.py:280(GetProperty)
        1    0.000    0.000    0.000    0.000 request.py:304(ListProperties)
        1    0.000    0.000    0.000    0.000 request.py:322(SetSelectionOwner)
        1    0.000    0.000    0.000    0.000 request.py:332(GetSelectionOwner)
        1    0.000    0.000    0.000    0.000 request.py:349(ConvertSelection)
        1    0.000    0.000    0.000    0.000 request.py:361(SendEvent)
        1    0.000    0.000    0.000    0.000 request.py:371(GrabPointer)
        1    0.000    0.000    0.000    0.000 request.py:393(UngrabPointer)
        1    0.000    0.000    0.000    0.000 request.py:401(GrabButton)
        1    0.000    0.000    0.000    0.000 request.py:417(UngrabButton)
        1    0.000    0.000    0.000    0.000 request.py:427(ChangeActivePointerGrab)
        1    0.000    0.000    0.000    0.000 request.py:438(GrabKeyboard)
        1    0.000    0.000    0.000    0.000 request.py:44(ChangeWindowAttributes)
        1    0.000    0.000    0.000    0.000 request.py:458(UngrabKeyboard)
        1    0.000    0.000    0.000    0.000 request.py:466(GrabKey)
        1    0.000    0.000    0.000    0.000 request.py:479(UngrabKey)
        1    0.000    0.000    0.000    0.000 request.py:489(AllowEvents)
        1    0.000    0.000    0.000    0.000 request.py:504(GrabServer)
        1    0.000    0.000    0.000    0.000 request.py:511(UngrabServer)
        1    0.000    0.000    0.000    0.000 request.py:518(QueryPointer)
        1    0.000    0.000    0.000    0.000 request.py:53(GetWindowAttributes)
        1    0.000    0.000    0.000    0.000 request.py:541(GetMotionEvents)
        1    0.000    0.000    0.000    0.000 request.py:561(TranslateCoords)
        1    0.000    0.000    0.000    0.000 request.py:583(WarpPointer)
        1    0.000    0.000    0.000    0.000 request.py:598(SetInputFocus)
        1    0.000    0.000    0.000    0.000 request.py:608(GetInputFocus)
        1    0.000    0.000    0.000    0.000 request.py:624(QueryKeymap)
        1    0.000    0.000    0.000    0.000 request.py:640(OpenFont)
        1    0.000    0.000    0.000    0.000 request.py:651(CloseFont)
        1    0.000    0.000    0.000    0.000 request.py:659(QueryFont)
        1    0.000    0.000    0.000    0.000 request.py:691(QueryTextExtents)
        1    0.000    0.000    0.000    0.000 request.py:715(ListFonts)
        1    0.000    0.000    0.000    0.000 request.py:736(ListFontsWithInfo)
        1    0.000    0.000    0.000    0.000 request.py:816(SetFontPath)
        1    0.000    0.000    0.000    0.000 request.py:826(GetFontPath)
        1    0.000    0.000    0.000    0.000 request.py:83(DestroyWindow)
        1    0.000    0.000    0.000    0.000 request.py:843(CreatePixmap)
        1    0.000    0.000    0.000    0.000 request.py:854(FreePixmap)
        1    0.000    0.000    0.000    0.000 request.py:862(CreateGC)
        1    0.000    0.000    0.000    0.000 request.py:872(ChangeGC)
        1    0.000    0.000    0.000    0.000 request.py:881(CopyGC)
        1    0.000    0.000    0.000    0.000 request.py:891(SetDashes)
        1    0.000    0.000    0.000    0.000 request.py:902(SetClipRectangles)
        1    0.000    0.000    0.000    0.000 request.py:91(DestroySubWindows)
        1    0.000    0.000    0.000    0.000 request.py:913(FreeGC)
        1    0.000    0.000    0.000    0.000 request.py:921(ClearArea)
        1    0.000    0.000    0.000    0.000 request.py:933(CopyArea)
        1    0.000    0.000    0.000    0.000 request.py:949(CopyPlane)
        1    0.000    0.000    0.000    0.000 request.py:966(PolyPoint)
        1    0.000    0.000    0.000    0.000 request.py:976(PolyLine)
        1    0.000    0.000    0.000    0.000 request.py:987(PolySegment)
        1    0.000    0.000    0.000    0.000 request.py:99(ChangeSaveSet)
        1    0.000    0.000    0.000    0.000 request.py:998(PolyRectangle)
        1    0.000    0.000    0.000    0.000 resource.py:19(<module>)
        1    0.000    0.000    0.000    0.000 resource.py:21(Resource)
      160    0.000    0.000    0.000    0.000 rq.py:120(__init__)
        1    0.000    0.000    0.001    0.001 rq.py:1230(parse_binary)
        1    0.000    0.000    0.000    0.000 rq.py:1331(TextElements8)
        1    0.000    0.000    0.000    0.000 rq.py:1405(TextElements16)
        1    0.000    0.000    0.000    0.000 rq.py:1412(GetAttrData)
        1    0.000    0.000    0.000    0.000 rq.py:142(Pad)
        1    0.000    0.000    0.000    0.000 rq.py:1422(DictWrapper)
      224    0.001    0.000    0.001    0.000 rq.py:143(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:1456(Request)
        1    0.000    0.000    0.000    0.000 rq.py:1469(ReplyRequest)
        1    0.000    0.000    0.000    0.000 rq.py:150(ConstantField)
      120    0.000    0.000    0.000    0.000 rq.py:151(__init__)
        1    0.000    0.000    0.000    0.000 rq.py:1518(Event)
        1    0.000    0.000    0.000    0.000 rq.py:155(Opcode)
